# From bin/get_pathway_compounds.pl on Sun Jul 26 11:16:24 2020
# Pathway1	Pathway2	Shared compounds	Numbber of shared compounds
UBISYN-PWY	PWY0-42	PYRUVATE	1
UBISYN-PWY	DAPLYSINESYN-PWY	PYRUVATE	1
UBISYN-PWY	PWY-6700	|Acceptor|,|Donor-H2|,S-ADENOSYLMETHIONINE	3
UBISYN-PWY	PWY0-1554	ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	THISYN-PWY	PYRUVATE,S-ADENOSYLMETHIONINE	2
UBISYN-PWY	PWY-6890	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	PWY-7892	|Acceptor|,|Donor-H2|,ADENOSYL-HOMO-CYS,S-ADENOSYLMETHIONINE	4
UBISYN-PWY	PWY0-1324	PYRUVATE	1
UBISYN-PWY	ARG+POLYAMINE-SYN	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	POLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
UBISYN-PWY	BETSYN-PWY	|Acceptor|,|Donor-H2|	2
UBISYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	PYRUVATE	1
UBISYN-PWY	ENTBACSYN-PWY	PYRUVATE,CHORISMATE	2
UBISYN-PWY	P4-PWY	PYRUVATE	1
UBISYN-PWY	COMPLETE-ARO-PWY	PYRUVATE,CHORISMATE	2
UBISYN-PWY	PWY-6612	PYRUVATE,CHORISMATE	2
UBISYN-PWY	PWY-6543	PYRUVATE,CHORISMATE	2
PWY-5901	GALACT-GLUCUROCAT-PWY	PYRUVATE	1
PWY-5901	PWY0-781	PYRUVATE	1
PWY-5901	ALL-CHORISMATE-PWY	CHORISMATE,PYRUVATE,ISOCHORISMATE,2-3-DIHYDROXYBENZOATE,DIHYDRO-DIOH-BENZOATE	5
PWY-5901	FUC-RHAMCAT-PWY	PYRUVATE	1
PWY-5901	GLUCARGALACTSUPER-PWY	PYRUVATE	1
PWY-5901	PYRUVDEHYD-PWY	PYRUVATE	1
PWY-5901	PWY-5162	PYRUVATE	1
PWY-5901	PWY0-1465	PYRUVATE	1
PWY-5901	MET-SAM-PWY	PYRUVATE	1
PWY-5901	THREOCAT-PWY	PYRUVATE	1
PWY-5901	PWY0-845	PYRUVATE	1
PWY-5901	LCYSDEG-PWY	PYRUVATE	1
PWY-5901	PWY0-1535	PYRUVATE	1
PWY-5901	NONMEVIPP-PWY	PYRUVATE	1
PWY-5901	PWY-5838	CHORISMATE,PYRUVATE,ISOCHORISMATE	3
PWY-5901	PWY0-1317	PYRUVATE	1
PWY-5901	PHESYN	CHORISMATE	1
PWY-5901	GALACTCAT-PWY	PYRUVATE	1
PWY-5901	PWY-7242	PYRUVATE	1
PWY-5901	METSYN-PWY	PYRUVATE	1
PWY-5901	HOMOSER-METSYN-PWY	PYRUVATE	1
PWY-5901	GALACTARDEG-PWY	PYRUVATE	1
PWY-5901	GALACTUROCAT-PWY	PYRUVATE	1
PWY-5901	GLUCARDEG-PWY	PYRUVATE	1
PWY-5901	GLUCUROCAT-PWY	PYRUVATE	1
PWY-5901	PWY-5386	PYRUVATE	1
PWY-5901	PWY-5459	PYRUVATE	1
PWY-5901	GLUCONEO-PWY	PYRUVATE	1
PWY-5901	HEXITOLDEGSUPER-PWY	PYRUVATE	1
PWY-5901	PWY-5837	CHORISMATE,PYRUVATE,ISOCHORISMATE	3
PWY-5901	PWY0-42	PYRUVATE	1
PWY-5901	DAPLYSINESYN-PWY	PYRUVATE	1
PWY-5901	THISYN-PWY	PYRUVATE	1
PWY-5901	PWY0-1324	PYRUVATE	1
PWY-5901	BRANCHED-CHAIN-AA-SYN-PWY	PYRUVATE	1
PWY-5901	ENTBACSYN-PWY	CHORISMATE,PYRUVATE,ISOCHORISMATE,2-3-DIHYDROXYBENZOATE,DIHYDRO-DIOH-BENZOATE	5
PWY-5901	P4-PWY	PYRUVATE	1
PWY-5901	COMPLETE-ARO-PWY	CHORISMATE,PYRUVATE	2
PWY-5901	PWY-6612	CHORISMATE,PYRUVATE	2
PWY-5901	PWY-6543	CHORISMATE,PYRUVATE	2
GALACT-GLUCUROCAT-PWY	VALSYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-781	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	ALL-CHORISMATE-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	FUC-RHAMCAT-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	GLUCARGALACTSUPER-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PYRUVDEHYD-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY-5162	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-1465	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	MET-SAM-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	THREOCAT-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-845	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	LCYSDEG-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-1535	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	NONMEVIPP-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	PWY-5838	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-1317	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY-7180	GAP	1
GALACT-GLUCUROCAT-PWY	GALACTCAT-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	PWY-7242	PYRUVATE,GAP,2-KETO-3-DEOXY-6-P-GLUCONATE,2-DEHYDRO-3-DEOXY-D-GLUCONATE,D-MANNONATE,FRUCTURONATE	6
GALACT-GLUCUROCAT-PWY	METSYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-1306	D-TAGATURONATE	1
GALACT-GLUCUROCAT-PWY	HOMOSER-METSYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	GALACTARDEG-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	GALACTUROCAT-PWY	D-ALTRONATE,D-TAGATURONATE,CPD-15633,PYRUVATE,GAP,2-KETO-3-DEOXY-6-P-GLUCONATE,2-DEHYDRO-3-DEOXY-D-GLUCONATE	7
GALACT-GLUCUROCAT-PWY	GLUCARDEG-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	GLUCUROCAT-PWY	PYRUVATE,GAP,2-KETO-3-DEOXY-6-P-GLUCONATE,2-DEHYDRO-3-DEOXY-D-GLUCONATE,D-MANNONATE,FRUCTURONATE,|Alcohols|,|Beta-D-Glucuronides|,CPD-15530,|D-Glucopyranuronate|	10
GALACT-GLUCUROCAT-PWY	PWY-7247	FRUCTURONATE,|Alcohols|,|Beta-D-Glucuronides|,CPD-15530,|D-Glucopyranuronate|	5
GALACT-GLUCUROCAT-PWY	PWY-5386	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY-5459	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	GLUCONEO-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	HEXITOLDEGSUPER-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	GALACTITOLCAT-PWY	GAP	1
GALACT-GLUCUROCAT-PWY	PWY-5837	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-42	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	DAPLYSINESYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	THISYN-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	PWY0-1324	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	BRANCHED-CHAIN-AA-SYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY0-1297	GAP	1
GALACT-GLUCUROCAT-PWY	ENTBACSYN-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	P4-PWY	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	COMPLETE-ARO-PWY	PYRUVATE,GAP	2
GALACT-GLUCUROCAT-PWY	PWY-6612	PYRUVATE	1
GALACT-GLUCUROCAT-PWY	PWY-6543	PYRUVATE	1
VALSYN-PWY	PWY0-781	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	TCA-GLYOX-BYPASS	2-KETOGLUTARATE	1
VALSYN-PWY	THRESYN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	ALL-CHORISMATE-PWY	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	FUC-RHAMCAT-PWY	PYRUVATE	1
VALSYN-PWY	PWY0-162	GLT	1
VALSYN-PWY	GLUCARGALACTSUPER-PWY	PYRUVATE	1
VALSYN-PWY	PRPP-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PYRUVDEHYD-PWY	PYRUVATE	1
VALSYN-PWY	PWY-5162	PYRUVATE	1
VALSYN-PWY	PWY-7211	GLT	1
VALSYN-PWY	PWY0-1465	PYRUVATE	1
VALSYN-PWY	ORNARGDEG-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	MET-SAM-PWY	PYRUVATE	1
VALSYN-PWY	AST-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	ARGDEG-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	THREOCAT-PWY	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	PWY0-845	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	PWY-5084	2-KETOGLUTARATE	1
VALSYN-PWY	PROUT-PWY-I	GLT	1
VALSYN-PWY	LCYSDEG-PWY	PYRUVATE	1
VALSYN-PWY	PWY-7176	GLT	1
VALSYN-PWY	GLUTORN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PWY0-1535	PYRUVATE	1
VALSYN-PWY	NONMEVIPP-PWY	PYRUVATE	1
VALSYN-PWY	PWY-5838	2-KETOGLUTARATE,PYRUVATE	2
VALSYN-PWY	PWY0-1317	PYRUVATE	1
VALSYN-PWY	PHESYN	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PWY-7196	GLT	1
VALSYN-PWY	PWY-7208	GLT	1
VALSYN-PWY	GLUTATHIONESYN-PWY	GLT	1
VALSYN-PWY	GALACTCAT-PWY	PYRUVATE	1
VALSYN-PWY	PWY-7242	PYRUVATE	1
VALSYN-PWY	METSYN-PWY	PYRUVATE	1
VALSYN-PWY	HOMOSER-METSYN-PWY	PYRUVATE	1
VALSYN-PWY	GALACTARDEG-PWY	PYRUVATE	1
VALSYN-PWY	GALACTUROCAT-PWY	PYRUVATE	1
VALSYN-PWY	PWY-5188	GLT	1
VALSYN-PWY	GLUCARDEG-PWY	PYRUVATE	1
VALSYN-PWY	GLUCUROCAT-PWY	PYRUVATE	1
VALSYN-PWY	GLUTDEG-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	ASPARTATESYN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PYRIDNUCSAL-PWY	GLT	1
VALSYN-PWY	LEUSYN-PWY	GLT,2-KETO-ISOVALERATE,2-KETOGLUTARATE	3
VALSYN-PWY	PWY-7761	GLT	1
VALSYN-PWY	PYRIDNUCSYN-PWY	GLT	1
VALSYN-PWY	PWY-5386	PYRUVATE	1
VALSYN-PWY	PWY-5459	PYRUVATE	1
VALSYN-PWY	PWY0-1325	GLT	1
VALSYN-PWY	ASPARAGINE-BIOSYNTHESIS	GLT	1
VALSYN-PWY	PWY-7221	GLT	1
VALSYN-PWY	PWY0-1221	GLT	1
VALSYN-PWY	PUTDEG-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PANTO-PWY	2-KETO-ISOVALERATE	1
VALSYN-PWY	PWY0-461	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	HISTSYN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	GLUCONEO-PWY	PYRUVATE	1
VALSYN-PWY	HEXITOLDEGSUPER-PWY	PYRUVATE	1
VALSYN-PWY	TRNA-CHARGING-PWY	GLT,VAL	2
VALSYN-PWY	PWY-5837	2-KETOGLUTARATE,PYRUVATE	2
VALSYN-PWY	ARGSYN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PWY0-42	PYRUVATE	1
VALSYN-PWY	DAPLYSINESYN-PWY	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	PEPTIDOGLYCANSYN-PWY	GLT	1
VALSYN-PWY	THISYN-PWY	PYRUVATE	1
VALSYN-PWY	PWY0-1324	PYRUVATE	1
VALSYN-PWY	ARG+POLYAMINE-SYN	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	PWY0-1305	GLT	1
VALSYN-PWY	PWY-6125	GLT	1
VALSYN-PWY	DENOVOPURINE2-PWY	GLT	1
VALSYN-PWY	PWY-6387	GLT	1
VALSYN-PWY	BRANCHED-CHAIN-AA-SYN-PWY	GLT,2-KETO-ISOVALERATE,VAL,2-KETOGLUTARATE,CPD-13357,2-ACETO-LACTATE,PYRUVATE	7
VALSYN-PWY	SER-GLYSYN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	ASPASN-PWY	GLT,2-KETOGLUTARATE	2
VALSYN-PWY	ENTBACSYN-PWY	PYRUVATE	1
VALSYN-PWY	P4-PWY	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	COMPLETE-ARO-PWY	GLT,2-KETOGLUTARATE,PYRUVATE	3
VALSYN-PWY	PANTOSYN-PWY	2-KETO-ISOVALERATE	1
VALSYN-PWY	PWY-2161	GLT	1
VALSYN-PWY	PWY-6614	GLT	1
VALSYN-PWY	PWY-6612	GLT,PYRUVATE	2
VALSYN-PWY	PWY-6543	GLT,PYRUVATE	2
VALSYN-PWY	GLNSYN-PWY	GLT	1
VALSYN-PWY	NRI-PWY	GLT	1
VALSYN-PWY	AMMASSIM-PWY	GLT,2-KETOGLUTARATE	2
PWY0-166	PWY0-1471	AMMONIUM	1
PWY0-166	ALL-CHORISMATE-PWY	DIHYDROFOLATE-GLU-N,FORMATE	2
PWY0-166	PWY0-162	AMMONIUM	1
PWY0-166	PWY-6703	AMMONIUM,FORMATE	2
PWY0-166	PRPP-PWY	AMMONIUM,|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	6
PWY0-166	PWY-7211	AMMONIUM,DIHYDROFOLATE-GLU-N,METHYLENE-THF-GLU-N,DUMP,|Red-Thioredoxin|,|Ox-Thioredoxin|,DUDP,DCDP,DUTP,DCTP	10
PWY0-166	ORNARGDEG-PWY	AMMONIUM	1
PWY0-166	MET-SAM-PWY	AMMONIUM	1
PWY0-166	AST-PWY	AMMONIUM	1
PWY0-166	ARGDEG-PWY	AMMONIUM	1
PWY0-166	THREOCAT-PWY	AMMONIUM,FORMATE	2
PWY0-166	PWY0-845	AMMONIUM	1
PWY0-166	PWY0-1585	AMMONIUM,FORMATE	2
PWY0-166	PWY0-1321	FORMATE	1
PWY0-166	PWY0-1356	FORMATE	1
PWY0-166	PWY0-1355	FORMATE	1
PWY0-166	LCYSDEG-PWY	AMMONIUM	1
PWY0-166	PWY-7176	AMMONIUM	1
PWY0-166	PWY-7187	AMMONIUM,DIHYDROFOLATE-GLU-N,METHYLENE-THF-GLU-N,DUMP,DUTP,DCTP,FORMATE	7
PWY0-166	PWY-7222	|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	5
PWY0-166	PWY0-1535	AMMONIUM	1
PWY0-166	PWY-7195	AMMONIUM	1
PWY0-166	PWY0-181	AMMONIUM,DUMP	2
PWY0-166	PWY-6556	AMMONIUM	1
PWY0-166	PWY-7194	AMMONIUM	1
PWY0-166	PWY0-163	AMMONIUM	1
PWY0-166	PWY-7193	AMMONIUM	1
PWY0-166	PWY-7196	AMMONIUM	1
PWY0-166	PWY-7208	AMMONIUM	1
PWY0-166	THIOREDOX-PWY	|Red-Thioredoxin|,|Ox-Thioredoxin|	2
PWY0-166	METSYN-PWY	AMMONIUM	1
PWY0-166	HOMOSER-METSYN-PWY	AMMONIUM	1
PWY0-166	PWY-5188	AMMONIUM	1
PWY0-166	GLUTDEG-PWY	AMMONIUM	1
PWY0-166	PYRIDNUCSAL-PWY	AMMONIUM	1
PWY0-166	PWY-7761	AMMONIUM	1
PWY0-166	PYRIDNUCSYN-PWY	AMMONIUM	1
PWY0-166	PWY0-1325	AMMONIUM	1
PWY0-166	ASPARAGINESYN-PWY	AMMONIUM	1
PWY0-166	ASPARAGINE-BIOSYNTHESIS	AMMONIUM	1
PWY0-166	PWY-7221	AMMONIUM	1
PWY0-166	PWY0-1433	FORMATE	1
PWY0-166	PWY0-1221	AMMONIUM	1
PWY0-166	ASPARAGINE-DEG1-PWY	AMMONIUM	1
PWY0-166	PWY-6147	FORMATE	1
PWY0-166	PANTO-PWY	METHYLENE-THF-GLU-N	1
PWY0-166	PWY-6608	AMMONIUM	1
PWY0-166	HISTSYN-PWY	AMMONIUM	1
PWY0-166	PWY-5705	AMMONIUM	1
PWY0-166	PWY-5698	AMMONIUM	1
PWY0-166	PWY0-41	AMMONIUM	1
PWY0-166	ARGSYN-PWY	AMMONIUM	1
PWY0-166	PWY-6611	AMMONIUM	1
PWY0-166	PWY-6609	AMMONIUM	1
PWY0-166	GLYCLEAV-PWY	AMMONIUM,METHYLENE-THF-GLU-N	2
PWY0-166	THISYN-PWY	FORMATE	1
PWY0-166	PWY-6890	FORMATE	1
PWY0-166	PWY-7892	DIHYDROFOLATE-GLU-N,METHYLENE-THF-GLU-N	2
PWY0-166	CYANCAT-PWY	AMMONIUM	1
PWY0-166	ARG+POLYAMINE-SYN	AMMONIUM	1
PWY0-166	PWY-6126	|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	5
PWY0-166	PWY-6125	AMMONIUM,|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	6
PWY0-166	DENOVOPURINE2-PWY	AMMONIUM,|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	6
PWY0-166	PWY-7220	|Red-Thioredoxin|,|Ox-Thioredoxin|,|Reduced-NrdH-Proteins|,|Oxidized-NrdH-Proteins|,FORMATE	5
PWY0-166	BRANCHED-CHAIN-AA-SYN-PWY	AMMONIUM	1
PWY0-166	SER-GLYSYN-PWY	METHYLENE-THF-GLU-N	1
PWY0-166	ASPASN-PWY	AMMONIUM	1
PWY0-166	PWY0-1297	AMMONIUM	1
PWY0-166	P4-PWY	AMMONIUM	1
PWY0-166	PANTOSYN-PWY	METHYLENE-THF-GLU-N	1
PWY0-166	PWY-7179	AMMONIUM	1
PWY0-166	PWY-2161	METHYLENE-THF-GLU-N	1
PWY0-166	PWY-6614	DIHYDROFOLATE-GLU-N	1
PWY0-166	PWY-7184	DIHYDROFOLATE-GLU-N,METHYLENE-THF-GLU-N,DUMP,|Red-Thioredoxin|,|Ox-Thioredoxin|,DUDP,DCDP,DUTP,DCTP	9
PWY0-166	1CMET2-PWY	AMMONIUM,DIHYDROFOLATE-GLU-N,METHYLENE-THF-GLU-N,DUMP	4
PWY0-166	PWY-6612	DIHYDROFOLATE-GLU-N,FORMATE	2
PWY0-166	PWY-7206	DUMP,DUTP,DCTP	3
PWY0-166	PWY-7197	DCDP,DCTP	2
PWY0-166	PWY0-1296	AMMONIUM	1
PWY0-166	GLNSYN-PWY	AMMONIUM	1
PWY0-166	NRI-PWY	AMMONIUM	1
PWY0-166	AMMASSIM-PWY	AMMONIUM	1
XYLCAT-PWY	LYXMET-PWY	XYLULOSE-5-PHOSPHATE	1
XYLCAT-PWY	ARABCAT-PWY	XYLULOSE-5-PHOSPHATE	1
XYLCAT-PWY	PWY0-301	XYLULOSE-5-PHOSPHATE	1
XYLCAT-PWY	PWY-6961	XYLULOSE-5-PHOSPHATE	1
PWY0-781	TCA-GLYOX-BYPASS	OXALACETIC_ACID,2-KETOGLUTARATE,SUC-COA,SUC	4
PWY0-781	THRESYN-PWY	OXALACETIC_ACID,L-BETA-ASPARTYL-P,THR,O-PHOSPHO-L-HOMOSERINE,2-KETOGLUTARATE,L-ASPARTATE-SEMIALDEHYDE,HOMO-SER,GLT,L-ASPARTATE	9
PWY0-781	HOMOSER-THRESYN-PWY	THR,O-PHOSPHO-L-HOMOSERINE,HOMO-SER	3
PWY0-781	ALL-CHORISMATE-PWY	2-KETOGLUTARATE,THF-GLU-N,PYRUVATE,GLT,GLN,PRPP,S-ADENOSYLMETHIONINE	7
PWY0-781	FUC-RHAMCAT-PWY	PYRUVATE,DIHYDROXY-ACETONE-PHOSPHATE	2
PWY0-781	PWY0-162	GLT,GLN,AMMONIUM,PRPP,L-ASPARTATE	5
PWY0-781	GLUCARGALACTSUPER-PWY	PYRUVATE	1
PWY0-781	PWY-6703	AMMONIUM	1
PWY0-781	PRPP-PWY	2-KETOGLUTARATE,THF-GLU-N,GLT,GLN,AMMONIUM,PRPP,L-ASPARTATE	7
PWY0-781	PYRUVDEHYD-PWY	PYRUVATE	1
PWY0-781	PWY-6038	OXALACETIC_ACID	1
PWY0-781	PWY-5162	PYRUVATE	1
PWY0-781	PWY-7211	GLT,GLN,AMMONIUM,PRPP,L-ASPARTATE	5
PWY0-781	PWY0-1465	PYRUVATE	1
PWY0-781	ORNARGDEG-PWY	2-KETOGLUTARATE,SUC,GLT,AMMONIUM,HYDROGEN-PEROXIDE	5
PWY0-781	MET-SAM-PWY	L-BETA-ASPARTYL-P,L-ASPARTATE-SEMIALDEHYDE,HOMO-SER,SUC-COA,CPD-1301,CPD-1302,THF-GLU-N,5-METHYL-THF-GLU-N,SUC,CYS,O-SUCCINYL-L-HOMOSERINE,HOMO-CYS,L-CYSTATHIONINE,2-AMINOACRYLATE,PYRUVATE,CPD-16015,AMMONIUM,L-ASPARTATE,S-ADENOSYLMETHIONINE,MET	20
PWY0-781	AST-PWY	2-KETOGLUTARATE,SUC-COA,SUC,GLT,AMMONIUM	5
PWY0-781	ARGDEG-PWY	2-KETOGLUTARATE,SUC,GLT,AMMONIUM,HYDROGEN-PEROXIDE	5
PWY0-781	THREOCAT-PWY	THR,2-KETOGLUTARATE,PYRUVATE,GLT,AMMONIUM,HYDROGEN-PEROXIDE	6
PWY0-781	PWY0-845	2-KETOGLUTARATE,PYRUVATE,GLT,AMMONIUM,HYDROGEN-PEROXIDE	5
PWY0-781	DETOX1-PWY	HYDROGEN-PEROXIDE	1
PWY0-781	PWY-5084	2-KETOGLUTARATE,SUC-COA	2
PWY0-781	PWY0-1569	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	PWY0-1581	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	PWY0-1585	AMMONIUM	1
PWY0-781	PWY0-1336	SUC	1
PWY0-781	PWY0-1584	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	PROUT-PWY-I	GLT	1
PWY0-781	PWY0-1582	SUC,DIHYDROXY-ACETONE-PHOSPHATE	2
PWY0-781	PWY0-1576	SUC	1
PWY0-781	PWY-7870	CYS	1
PWY0-781	CYSTSYN-PWY	CYS	1
PWY0-781	PWY0-541	S-ADENOSYLMETHIONINE	1
PWY0-781	LCYSDEG-PWY	CYS,2-AMINOACRYLATE,PYRUVATE,CPD-16015,AMMONIUM	5
PWY0-781	PWY-7176	GLT,GLN,AMMONIUM	3
PWY0-781	PWY-7187	AMMONIUM	1
PWY0-781	PWY-7183	PRPP	1
PWY0-781	GLUTORN-PWY	2-KETOGLUTARATE,GLT	2
PWY0-781	RHAMCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	PWY0-1535	2-AMINOACRYLATE,PYRUVATE,CPD-16015,AMMONIUM	4
PWY0-781	PWY-7195	AMMONIUM	1
PWY0-781	BSUBPOLYAMSYN-PWY	S-ADENOSYLMETHIONINE	1
PWY0-781	NONMEVIPP-PWY	PYRUVATE	1
PWY0-781	PWY0-181	AMMONIUM	1
PWY0-781	PWY-6556	AMMONIUM	1
PWY0-781	PWY0-1533	S-ADENOSYLMETHIONINE,MET	2
PWY0-781	MENAQUINONESYN-PWY	S-ADENOSYLMETHIONINE	1
PWY0-781	PWY-7194	AMMONIUM,PRPP	2
PWY0-781	PWY-5838	2-KETOGLUTARATE,PYRUVATE,S-ADENOSYLMETHIONINE	3
PWY0-781	PWY0-1317	PYRUVATE	1
PWY0-781	PHESYN	2-KETOGLUTARATE,GLT	2
PWY0-781	PWY0-163	AMMONIUM,PRPP	2
PWY0-781	PWY-7193	AMMONIUM	1
PWY0-781	PWY-7196	GLT,GLN,AMMONIUM,PRPP	4
PWY0-781	PWY-7208	GLT,GLN,AMMONIUM,PRPP	4
PWY0-781	FUCCAT-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	GLUTATHIONESYN-PWY	CYS,GLT	2
PWY0-781	DARABCATK12-PWY	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	GALACTCAT-PWY	PYRUVATE	1
PWY0-781	PWY-7242	PYRUVATE	1
PWY0-781	METSYN-PWY	L-BETA-ASPARTYL-P,L-ASPARTATE-SEMIALDEHYDE,HOMO-SER,SUC-COA,CPD-1301,CPD-1302,THF-GLU-N,5-METHYL-THF-GLU-N,SUC,CYS,O-SUCCINYL-L-HOMOSERINE,HOMO-CYS,L-CYSTATHIONINE,2-AMINOACRYLATE,PYRUVATE,CPD-16015,AMMONIUM,L-ASPARTATE,MET	19
PWY0-781	HOMOSER-METSYN-PWY	HOMO-SER,SUC-COA,CPD-1301,CPD-1302,THF-GLU-N,5-METHYL-THF-GLU-N,SUC,CYS,O-SUCCINYL-L-HOMOSERINE,HOMO-CYS,L-CYSTATHIONINE,2-AMINOACRYLATE,PYRUVATE,CPD-16015,AMMONIUM,MET	16
PWY0-781	GALACTARDEG-PWY	PYRUVATE	1
PWY0-781	GALACTUROCAT-PWY	PYRUVATE	1
PWY0-781	PWY-5188	GLT,AMMONIUM	2
PWY0-781	GLUCARDEG-PWY	PYRUVATE	1
PWY0-781	GLUCUROCAT-PWY	PYRUVATE	1
PWY0-781	PWY-7446	DIHYDROXY-ACETONE-PHOSPHATE	1
PWY0-781	GLUTDEG-PWY	OXALACETIC_ACID,2-KETOGLUTARATE,GLT,AMMONIUM,L-ASPARTATE	5
PWY0-781	ASPARTATESYN-PWY	OXALACETIC_ACID,2-KETOGLUTARATE,GLT,L-ASPARTATE	4
PWY0-781	PYRIDNUCSAL-PWY	GLT,GLN,AMMONIUM,DEAMIDO-NAD,PRPP,NICOTINATE_NUCLEOTIDE	6
PWY0-781	LEUSYN-PWY	2-KETOGLUTARATE,GLT	2
PWY0-781	PWY-7761	GLT,GLN,AMMONIUM,DEAMIDO-NAD,NICOTINATE_NUCLEOTIDE	5
PWY0-781	PYRIDNUCSYN-PWY	GLT,GLN,AMMONIUM,DEAMIDO-NAD,PRPP,NICOTINATE_NUCLEOTIDE,QUINOLINATE,DIHYDROXY-ACETONE-PHOSPHATE,IMINOASPARTATE,HYDROGEN-PEROXIDE,L-ASPARTATE	11
PWY0-781	PWY-5386	PYRUVATE	1
PWY0-781	PWY-5459	PYRUVATE	1
PWY0-781	PWY0-1325	GLT,GLN,AMMONIUM,L-ASPARTATE	4
